example_id,path,original_word,speaker_id,split,label,label_index,source_type,offset_samples,frames,sample_rate,is_synthetic
scv1-008989,up/da2c5f1b_nohash_3.wav,up,da2c5f1b,training,up,4,recording,0,16000,16000,False
scv1-008990,up/da2c5f1b_nohash_4.wav,up,da2c5f1b,training,up,4,recording,0,16000,16000,False
scv1-008991,up/da584bc0_nohash_0.wav,up,da584bc0,training,up,4,recording,0,16000,16000,False
scv1-008992,up/da584bc0_nohash_1.wav,up,da584bc0,training,up,4,recording,0,16000,16000,False
scv1-008993,up/da584bc0_nohash_2.wav,up,da584bc0,training,up,4,recording,0,16000,16000,False
scv1-008994,up/da584bc0_nohash_3.wav,up,da584bc0,training,up,4,recording,0,16000,16000,False
scv1-008995,up/da584bc0_nohash_4.wav,up,da584bc0,training,up,4,recording,0,16000,16000,False
scv1-008996,up/da5dadb9_nohash_0.wav,up,da5dadb9,training,up,4,recording,0,15604,16000,False
scv1-008997,up/da5dadb9_nohash_1.wav,up,da5dadb9,training,up,4,recording,0,13375,16000,False
scv1-008998,up/da5dadb9_nohash_2.wav,up,da5dadb9,training,up,4,recording,0,11146,16000,False
scv1-008999,up/da76aa58_nohash_0.wav,up,da76aa58,training,up,4,recording,0,16000,16000,False
scv1-009000,up/da76aa58_nohash_1.wav,up,da76aa58,training,up,4,recording,0,16000,16000,False
scv1-009001,up/dabd70c2_nohash_0.wav,up,dabd70c2,training,up,4,recording,0,16000,16000,False
scv1-009002,up/dabd70c2_nohash_1.wav,up,dabd70c2,training,up,4,recording,0,16000,16000,False
scv1-009003,up/dabf67d9_nohash_0.wav,up,dabf67d9,training,up,4,recording,0,16000,16000,False
scv1-009004,up/db72a474_nohash_0.wav,up,db72a474,training,up,4,recording,0,15604,16000,False
scv1-009005,up/db72a474_nohash_1.wav,up,db72a474,training,up,4,recording,0,16000,16000,False
scv1-009006,up/db72a474_nohash_2.wav,up,db72a474,training,up,4,recording,0,16000,16000,False
scv1-009007,up/db72a474_nohash_3.wav,up,db72a474,training,up,4,recording,0,16000,16000,False
scv1-009008,up/db8a3397_nohash_0.wav,up,db8a3397,training,up,4,recording,0,16000,16000,False
scv1-009009,up/dbb7723a_nohash_0.wav,up,dbb7723a,training,up,4,recording,0,14336,16000,False
scv1-009010,up/dc7ec25b_nohash_0.wav,up,dc7ec25b,training,up,4,recording,0,14118,16000,False
scv1-009011,up/dc7ec25b_nohash_1.wav,up,dc7ec25b,training,up,4,recording,0,14118,16000,False
scv1-009012,up/dc7ec25b_nohash_2.wav,up,dc7ec25b,training,up,4,recording,0,12632,16000,False
scv1-009013,up/dcc012ec_nohash_0.wav,up,dcc012ec,training,up,4,recording,0,16000,16000,False
scv1-009014,up/dcc012ec_nohash_1.wav,up,dcc012ec,training,up,4,recording,0,16000,16000,False
scv1-009015,up/dcc012ec_nohash_2.wav,up,dcc012ec,training,up,4,recording,0,16000,16000,False
scv1-009016,up/dce05676_nohash_0.wav,up,dce05676,training,up,4,recording,0,16000,16000,False
scv1-009017,up/dce05676_nohash_1.wav,up,dce05676,training,up,4,recording,0,16000,16000,False
scv1-009018,up/dd6c6806_nohash_0.wav,up,dd6c6806,training,up,4,recording,0,12971,16000,False
scv1-009019,up/de08912f_nohash_0.wav,up,de08912f,training,up,4,recording,0,16000,16000,False
scv1-009020,up/de08912f_nohash_1.wav,up,de08912f,training,up,4,recording,0,16000,16000,False
scv1-009021,up/de41f895_nohash_0.wav,up,de41f895,training,up,4,recording,0,16000,16000,False
scv1-009022,up/de650823_nohash_0.wav,up,de650823,training,up,4,recording,0,16000,16000,False
scv1-009023,up/de6eb27c_nohash_0.wav,up,de6eb27c,training,up,4,recording,0,16000,16000,False
scv1-009024,up/dea820ce_nohash_0.wav,up,dea820ce,training,up,4,recording,0,16000,16000,False
scv1-009025,up/dea820ce_nohash_1.wav,up,dea820ce,training,up,4,recording,0,16000,16000,False
scv1-009026,up/dea820ce_nohash_2.wav,up,dea820ce,training,up,4,recording,0,16000,16000,False
scv1-009027,up/dea820ce_nohash_3.wav,up,dea820ce,training,up,4,recording,0,16000,16000,False
scv1-009028,up/dea820ce_nohash_4.wav,up,dea820ce,training,up,4,recording,0,16000,16000,False
scv1-009029,up/dedc7fab_nohash_0.wav,up,dedc7fab,training,up,4,recording,0,16000,16000,False
scv1-009030,up/df038de4_nohash_0.wav,up,df038de4,training,up,4,recording,0,16000,16000,False
scv1-009031,up/df1d5024_nohash_0.wav,up,df1d5024,training,up,4,recording,0,16000,16000,False
scv1-009032,up/df1d5024_nohash_1.wav,up,df1d5024,training,up,4,recording,0,16000,16000,False
scv1-009033,up/df1d5024_nohash_2.wav,up,df1d5024,training,up,4,recording,0,16000,16000,False
scv1-009034,up/df1d5024_nohash_3.wav,up,df1d5024,training,up,4,recording,0,16000,16000,False
scv1-009035,up/df1d5024_nohash_4.wav,up,df1d5024,training,up,4,recording,0,16000,16000,False
scv1-009036,up/df6bd83f_nohash_0.wav,up,df6bd83f,training,up,4,recording,0,16000,16000,False
scv1-009037,up/dfb6450b_nohash_0.wav,up,dfb6450b,training,up,4,recording,0,15019,16000,False
scv1-009038,up/dff327c5_nohash_0.wav,up,dff327c5,training,up,4,recording,0,16000,16000,False
scv1-009039,up/dff327c5_nohash_1.wav,up,dff327c5,training,up,4,recording,0,16000,16000,False
scv1-009040,up/dff327c5_nohash_2.wav,up,dff327c5,training,up,4,recording,0,16000,16000,False
scv1-009041,up/e0315cf6_nohash_0.wav,up,e0315cf6,training,up,4,recording,0,16000,16000,False
scv1-009042,up/e0315cf6_nohash_1.wav,up,e0315cf6,training,up,4,recording,0,16000,16000,False
scv1-009043,up/e0315cf6_nohash_2.wav,up,e0315cf6,training,up,4,recording,0,16000,16000,False
scv1-009044,up/e0315cf6_nohash_3.wav,up,e0315cf6,training,up,4,recording,0,16000,16000,False
scv1-009045,up/e0315cf6_nohash_4.wav,up,e0315cf6,training,up,4,recording,0,16000,16000,False
scv1-009046,up/e0322f2c_nohash_0.wav,up,e0322f2c,training,up,4,recording,0,10403,16000,False
scv1-009047,up/e0322f2c_nohash_1.wav,up,e0322f2c,training,up,4,recording,0,12632,16000,False
scv1-009048,up/e0611c84_nohash_0.wav,up,e0611c84,training,up,4,recording,0,16000,16000,False
scv1-009049,up/e07dd7d4_nohash_0.wav,up,e07dd7d4,training,up,4,recording,0,16000,16000,False
scv1-009050,up/e0a7c5a0_nohash_0.wav,up,e0a7c5a0,training,up,4,recording,0,16000,16000,False
scv1-009051,up/e0a7c5a0_nohash_1.wav,up,e0a7c5a0,training,up,4,recording,0,15604,16000,False
scv1-009052,up/e0ff1e9c_nohash_0.wav,up,e0ff1e9c,training,up,4,recording,0,16000,16000,False
scv1-009053,up/e102119e_nohash_0.wav,up,e102119e,training,up,4,recording,0,12971,16000,False
scv1-009054,up/e1aa22e4_nohash_0.wav,up,e1aa22e4,training,up,4,recording,0,16000,16000,False
scv1-009055,up/e2362167_nohash_0.wav,up,e2362167,training,up,4,recording,0,16000,16000,False
scv1-009056,up/e2362167_nohash_1.wav,up,e2362167,training,up,4,recording,0,16000,16000,False
scv1-009057,up/e269bac0_nohash_0.wav,up,e269bac0,training,up,4,recording,0,16000,16000,False
scv1-009058,up/e3411931_nohash_0.wav,up,e3411931,training,up,4,recording,0,16000,16000,False
scv1-009059,up/e3411931_nohash_1.wav,up,e3411931,training,up,4,recording,0,16000,16000,False
scv1-009060,up/e3e49931_nohash_0.wav,up,e3e49931,training,up,4,recording,0,16000,16000,False
scv1-009061,up/e41e41f7_nohash_0.wav,up,e41e41f7,training,up,4,recording,0,16000,16000,False
scv1-009062,up/e4a2cf79_nohash_0.wav,up,e4a2cf79,training,up,4,recording,0,12971,16000,False
scv1-009063,up/e4a2cf79_nohash_1.wav,up,e4a2cf79,training,up,4,recording,0,13654,16000,False
scv1-009064,up/e4a2cf79_nohash_2.wav,up,e4a2cf79,training,up,4,recording,0,13654,16000,False
scv1-009065,up/e4a2cf79_nohash_3.wav,up,e4a2cf79,training,up,4,recording,0,13654,16000,False
scv1-009066,up/e4b02540_nohash_0.wav,up,e4b02540,training,up,4,recording,0,16000,16000,False
scv1-009067,up/e53139ad_nohash_0.wav,up,e53139ad,training,up,4,recording,0,16000,16000,False
scv1-009068,up/e53139ad_nohash_1.wav,up,e53139ad,training,up,4,recording,0,16000,16000,False
scv1-009069,up/e53139ad_nohash_2.wav,up,e53139ad,training,up,4,recording,0,16000,16000,False
scv1-009070,up/e53139ad_nohash_3.wav,up,e53139ad,training,up,4,recording,0,16000,16000,False
scv1-009071,up/e53139ad_nohash_4.wav,up,e53139ad,training,up,4,recording,0,16000,16000,False
scv1-009072,up/e55a2b20_nohash_0.wav,up,e55a2b20,training,up,4,recording,0,11146,16000,False
scv1-009073,up/e55a2b20_nohash_1.wav,up,e55a2b20,training,up,4,recording,0,11889,16000,False
scv1-009074,up/e55a2b20_nohash_2.wav,up,e55a2b20,training,up,4,recording,0,10403,16000,False
scv1-009075,up/e57d35bc_nohash_0.wav,up,e57d35bc,training,up,4,recording,0,16000,16000,False
scv1-009076,up/e5afa9b0_nohash_0.wav,up,e5afa9b0,training,up,4,recording,0,16000,16000,False
scv1-009077,up/e5afa9b0_nohash_1.wav,up,e5afa9b0,training,up,4,recording,0,16000,16000,False
scv1-009078,up/e5c48e53_nohash_0.wav,up,e5c48e53,training,up,4,recording,0,16000,16000,False
scv1-009079,up/e5dadd24_nohash_0.wav,up,e5dadd24,training,up,4,recording,0,16000,16000,False
scv1-009080,up/e5dadd24_nohash_1.wav,up,e5dadd24,training,up,4,recording,0,16000,16000,False
scv1-009081,up/e5dadd24_nohash_2.wav,up,e5dadd24,training,up,4,recording,0,16000,16000,False
scv1-009082,up/e62056e2_nohash_0.wav,up,e62056e2,training,up,4,recording,0,16000,16000,False
scv1-009083,up/e649aa92_nohash_0.wav,up,e649aa92,training,up,4,recording,0,16000,16000,False
scv1-009084,up/e652590d_nohash_0.wav,up,e652590d,training,up,4,recording,0,16000,16000,False
scv1-009085,up/e7117d00_nohash_0.wav,up,e7117d00,training,up,4,recording,0,14336,16000,False
scv1-009086,up/e72aa705_nohash_0.wav,up,e72aa705,training,up,4,recording,0,16000,16000,False
scv1-009087,up/e72aa705_nohash_1.wav,up,e72aa705,training,up,4,recording,0,16000,16000,False
scv1-009088,up/e7334395_nohash_0.wav,up,e7334395,training,up,4,recording,0,16000,16000,False
scv1-009089,up/e77d88fc_nohash_0.wav,up,e77d88fc,training,up,4,recording,0,16000,16000,False
scv1-009090,up/e7d0eb3f_nohash_0.wav,up,e7d0eb3f,training,up,4,recording,0,16000,16000,False
scv1-009091,up/e7d0eb3f_nohash_1.wav,up,e7d0eb3f,training,up,4,recording,0,16000,16000,False
scv1-009092,up/e7d0eb3f_nohash_2.wav,up,e7d0eb3f,training,up,4,recording,0,16000,16000,False
scv1-009093,up/e7d0eb3f_nohash_3.wav,up,e7d0eb3f,training,up,4,recording,0,16000,16000,False
scv1-009094,up/e7ea8b76_nohash_0.wav,up,e7ea8b76,training,up,4,recording,0,16000,16000,False
scv1-009095,up/e7ea8b76_nohash_1.wav,up,e7ea8b76,training,up,4,recording,0,16000,16000,False
scv1-009096,up/e7ea8b76_nohash_2.wav,up,e7ea8b76,training,up,4,recording,0,16000,16000,False
scv1-009097,up/e7ea8b76_nohash_3.wav,up,e7ea8b76,training,up,4,recording,0,16000,16000,False
scv1-009098,up/e7ea8b76_nohash_4.wav,up,e7ea8b76,training,up,4,recording,0,16000,16000,False
scv1-009099,up/e805a617_nohash_0.wav,up,e805a617,training,up,4,recording,0,16000,16000,False
scv1-009100,up/e82914c0_nohash_0.wav,up,e82914c0,training,up,4,recording,0,16000,16000,False
scv1-009101,up/e8b6f6fe_nohash_0.wav,up,e8b6f6fe,training,up,4,recording,0,16000,16000,False
scv1-009102,up/e900b652_nohash_0.wav,up,e900b652,training,up,4,recording,0,16000,16000,False
scv1-009103,up/e91d173e_nohash_0.wav,up,e91d173e,training,up,4,recording,0,14118,16000,False
scv1-009104,up/e9287461_nohash_0.wav,up,e9287461,training,up,4,recording,0,16000,16000,False
scv1-009105,up/e9287461_nohash_1.wav,up,e9287461,training,up,4,recording,0,16000,16000,False
scv1-009106,up/e96a5020_nohash_0.wav,up,e96a5020,training,up,4,recording,0,16000,16000,False
scv1-009107,up/e96a5020_nohash_1.wav,up,e96a5020,training,up,4,recording,0,16000,16000,False
scv1-009108,up/ea9f8e11_nohash_0.wav,up,ea9f8e11,training,up,4,recording,0,16000,16000,False
scv1-009109,up/ead2934a_nohash_0.wav,up,ead2934a,training,up,4,recording,0,16000,16000,False
scv1-009110,up/ead2934a_nohash_1.wav,up,ead2934a,training,up,4,recording,0,16000,16000,False
scv1-009111,up/eb0676ec_nohash_0.wav,up,eb0676ec,training,up,4,recording,0,16000,16000,False
scv1-009112,up/eb0676ec_nohash_1.wav,up,eb0676ec,training,up,4,recording,0,16000,16000,False
scv1-009113,up/eb0676ec_nohash_2.wav,up,eb0676ec,training,up,4,recording,0,16000,16000,False
scv1-009114,up/eb0676ec_nohash_3.wav,up,eb0676ec,training,up,4,recording,0,16000,16000,False
scv1-009115,up/eb0676ec_nohash_4.wav,up,eb0676ec,training,up,4,recording,0,16000,16000,False
scv1-009116,up/eb3f7d82_nohash_0.wav,up,eb3f7d82,training,up,4,recording,0,16000,16000,False
scv1-009117,up/eb3f7d82_nohash_1.wav,up,eb3f7d82,training,up,4,recording,0,16000,16000,False
scv1-009118,up/eb3f7d82_nohash_2.wav,up,eb3f7d82,training,up,4,recording,0,16000,16000,False
scv1-009119,up/eb3f7d82_nohash_3.wav,up,eb3f7d82,training,up,4,recording,0,16000,16000,False
scv1-009120,up/eb3f7d82_nohash_4.wav,up,eb3f7d82,training,up,4,recording,0,16000,16000,False
scv1-009121,up/eb609143_nohash_0.wav,up,eb609143,training,up,4,recording,0,15019,16000,False
scv1-009122,up/eb609143_nohash_1.wav,up,eb609143,training,up,4,recording,0,16000,16000,False
scv1-009123,up/eb67fcbc_nohash_0.wav,up,eb67fcbc,training,up,4,recording,0,16000,16000,False
scv1-009124,up/eb76bc68_nohash_0.wav,up,eb76bc68,training,up,4,recording,0,13654,16000,False
scv1-009125,up/eb76bc68_nohash_1.wav,up,eb76bc68,training,up,4,recording,0,16000,16000,False
scv1-009126,up/ec201020_nohash_0.wav,up,ec201020,training,up,4,recording,0,16000,16000,False
scv1-009127,up/ec201020_nohash_1.wav,up,ec201020,training,up,4,recording,0,16000,16000,False
scv1-009128,up/ec201020_nohash_2.wav,up,ec201020,training,up,4,recording,0,16000,16000,False
scv1-009129,up/ec201020_nohash_3.wav,up,ec201020,training,up,4,recording,0,16000,16000,False
scv1-009130,up/ec201020_nohash_4.wav,up,ec201020,training,up,4,recording,0,16000,16000,False
scv1-009131,up/ec7d1151_nohash_0.wav,up,ec7d1151,training,up,4,recording,0,16000,16000,False
scv1-009132,up/ec7d1151_nohash_1.wav,up,ec7d1151,training,up,4,recording,0,16000,16000,False
scv1-009133,up/ecd4fd45_nohash_0.wav,up,ecd4fd45,training,up,4,recording,0,16000,16000,False
scv1-009134,up/ed0965eb_nohash_0.wav,up,ed0965eb,training,up,4,recording,0,16000,16000,False
scv1-009135,up/ee483d85_nohash_0.wav,up,ee483d85,training,up,4,recording,0,16000,16000,False
scv1-009136,up/ee483d85_nohash_1.wav,up,ee483d85,training,up,4,recording,0,16000,16000,False
scv1-009137,up/ee483d85_nohash_2.wav,up,ee483d85,training,up,4,recording,0,16000,16000,False
scv1-009138,up/ee483d85_nohash_3.wav,up,ee483d85,training,up,4,recording,0,16000,16000,False
scv1-009139,up/ee4a907f_nohash_0.wav,up,ee4a907f,training,up,4,recording,0,16000,16000,False
scv1-009140,up/ee4a907f_nohash_1.wav,up,ee4a907f,training,up,4,recording,0,16000,16000,False
scv1-009141,up/eee5e541_nohash_0.wav,up,eee5e541,training,up,4,recording,0,16000,16000,False
scv1-009142,up/eee5e541_nohash_1.wav,up,eee5e541,training,up,4,recording,0,16000,16000,False
scv1-009143,up/eefd26f3_nohash_0.wav,up,eefd26f3,training,up,4,recording,0,16000,16000,False
scv1-009144,up/efa16ffd_nohash_0.wav,up,efa16ffd,training,up,4,recording,0,16000,16000,False
scv1-009145,up/efbc3952_nohash_0.wav,up,efbc3952,training,up,4,recording,0,16000,16000,False
scv1-009146,up/f00180d0_nohash_0.wav,up,f00180d0,training,up,4,recording,0,16000,16000,False
scv1-009147,up/f06190c1_nohash_0.wav,up,f06190c1,training,up,4,recording,0,16000,16000,False
scv1-009148,up/f06190c1_nohash_1.wav,up,f06190c1,training,up,4,recording,0,16000,16000,False
scv1-009149,up/f0ac2522_nohash_0.wav,up,f0ac2522,training,up,4,recording,0,16000,16000,False
scv1-009150,up/f0ebef1b_nohash_0.wav,up,f0ebef1b,training,up,4,recording,0,16000,16000,False
scv1-009151,up/f0edc767_nohash_0.wav,up,f0edc767,training,up,4,recording,0,16000,16000,False
scv1-009152,up/f174517e_nohash_0.wav,up,f174517e,training,up,4,recording,0,16000,16000,False
scv1-009153,up/f174517e_nohash_1.wav,up,f174517e,training,up,4,recording,0,16000,16000,False
scv1-009154,up/f174517e_nohash_2.wav,up,f174517e,training,up,4,recording,0,16000,16000,False
scv1-009155,up/f192e6b4_nohash_0.wav,up,f192e6b4,training,up,4,recording,0,16000,16000,False
scv1-009156,up/f192e6b4_nohash_1.wav,up,f192e6b4,training,up,4,recording,0,16000,16000,False
scv1-009157,up/f192e6b4_nohash_2.wav,up,f192e6b4,training,up,4,recording,0,16000,16000,False
scv1-009158,up/f19c1390_nohash_0.wav,up,f19c1390,training,up,4,recording,0,16000,16000,False
scv1-009159,up/f19c1390_nohash_1.wav,up,f19c1390,training,up,4,recording,0,16000,16000,False
scv1-009160,up/f19c1390_nohash_2.wav,up,f19c1390,training,up,4,recording,0,16000,16000,False
scv1-009161,up/f19c1390_nohash_3.wav,up,f19c1390,training,up,4,recording,0,16000,16000,False
scv1-009162,up/f19c1390_nohash_4.wav,up,f19c1390,training,up,4,recording,0,16000,16000,False
scv1-009163,up/f19d1738_nohash_0.wav,up,f19d1738,training,up,4,recording,0,16000,16000,False
scv1-009164,up/f1b35ace_nohash_0.wav,up,f1b35ace,training,up,4,recording,0,16000,16000,False
scv1-009165,up/f216055e_nohash_0.wav,up,f216055e,training,up,4,recording,0,16000,16000,False
scv1-009166,up/f21893dc_nohash_0.wav,up,f21893dc,training,up,4,recording,0,8174,16000,False
scv1-009167,up/f2a90886_nohash_0.wav,up,f2a90886,training,up,4,recording,0,16000,16000,False
scv1-009168,up/f2b8fc18_nohash_0.wav,up,f2b8fc18,training,up,4,recording,0,16000,16000,False
scv1-009169,up/f3210686_nohash_0.wav,up,f3210686,training,up,4,recording,0,16000,16000,False
scv1-009170,up/f3210686_nohash_1.wav,up,f3210686,training,up,4,recording,0,16000,16000,False
scv1-009171,up/f33660af_nohash_0.wav,up,f33660af,training,up,4,recording,0,16000,16000,False
scv1-009172,up/f33660af_nohash_1.wav,up,f33660af,training,up,4,recording,0,16000,16000,False
scv1-009173,up/f35eedd7_nohash_0.wav,up,f35eedd7,training,up,4,recording,0,16000,16000,False
scv1-009174,up/f35eedd7_nohash_1.wav,up,f35eedd7,training,up,4,recording,0,16000,16000,False
scv1-009175,up/f35eedd7_nohash_2.wav,up,f35eedd7,training,up,4,recording,0,16000,16000,False
scv1-009176,up/f3957e23_nohash_0.wav,up,f3957e23,training,up,4,recording,0,16000,16000,False
scv1-009177,up/f3d06008_nohash_0.wav,up,f3d06008,training,up,4,recording,0,16000,16000,False
scv1-009178,up/f42e234b_nohash_0.wav,up,f42e234b,training,up,4,recording,0,16000,16000,False
scv1-009179,up/f4386675_nohash_0.wav,up,f4386675,training,up,4,recording,0,16000,16000,False
scv1-009180,up/f44f440f_nohash_0.wav,up,f44f440f,training,up,4,recording,0,12971,16000,False
scv1-009181,up/f4504600_nohash_0.wav,up,f4504600,training,up,4,recording,0,16000,16000,False
scv1-009182,up/f47d644e_nohash_0.wav,up,f47d644e,training,up,4,recording,0,12971,16000,False
scv1-009183,up/f4c77b26_nohash_0.wav,up,f4c77b26,training,up,4,recording,0,16000,16000,False
scv1-009184,up/f4f59743_nohash_0.wav,up,f4f59743,training,up,4,recording,0,16000,16000,False
scv1-009185,up/f550b7dc_nohash_0.wav,up,f550b7dc,training,up,4,recording,0,16000,16000,False
scv1-009186,up/f5733968_nohash_0.wav,up,f5733968,training,up,4,recording,0,16000,16000,False
scv1-009187,up/f5733968_nohash_1.wav,up,f5733968,training,up,4,recording,0,16000,16000,False
scv1-009188,up/f5733968_nohash_2.wav,up,f5733968,training,up,4,recording,0,16000,16000,False
scv1-009189,up/f5733968_nohash_3.wav,up,f5733968,training,up,4,recording,0,16000,16000,False
scv1-009190,up/f5733968_nohash_4.wav,up,f5733968,training,up,4,recording,0,16000,16000,False
scv1-009191,up/f59d0771_nohash_0.wav,up,f59d0771,training,up,4,recording,0,15019,16000,False
scv1-009192,up/f59d0771_nohash_1.wav,up,f59d0771,training,up,4,recording,0,14336,16000,False
scv1-009193,up/f5d09ebd_nohash_0.wav,up,f5d09ebd,training,up,4,recording,0,16000,16000,False
scv1-009194,up/f5e44d34_nohash_0.wav,up,f5e44d34,training,up,4,recording,0,16000,16000,False
scv1-009195,up/f632210f_nohash_0.wav,up,f632210f,training,up,4,recording,0,15019,16000,False
scv1-009196,up/f638a812_nohash_0.wav,up,f638a812,training,up,4,recording,0,16000,16000,False
scv1-009197,up/f63a6479_nohash_0.wav,up,f63a6479,training,up,4,recording,0,16000,16000,False
scv1-009198,up/f6581345_nohash_0.wav,up,f6581345,training,up,4,recording,0,16000,16000,False
scv1-009199,up/f6617a86_nohash_0.wav,up,f6617a86,training,up,4,recording,0,16000,16000,False
scv1-009200,up/f6617a86_nohash_1.wav,up,f6617a86,training,up,4,recording,0,16000,16000,False
scv1-009201,up/f7879738_nohash_0.wav,up,f7879738,training,up,4,recording,0,16000,16000,False
scv1-009202,up/f7879738_nohash_1.wav,up,f7879738,training,up,4,recording,0,16000,16000,False
scv1-009203,up/f7b43563_nohash_0.wav,up,f7b43563,training,up,4,recording,0,16000,16000,False
scv1-009204,up/f7b43563_nohash_1.wav,up,f7b43563,training,up,4,recording,0,16000,16000,False
scv1-009205,up/f810e799_nohash_0.wav,up,f810e799,training,up,4,recording,0,16000,16000,False
scv1-009206,up/f852895b_nohash_0.wav,up,f852895b,training,up,4,recording,0,16000,16000,False
scv1-009207,up/f875f965_nohash_0.wav,up,f875f965,training,up,4,recording,0,15019,16000,False
scv1-009208,up/f875f965_nohash_1.wav,up,f875f965,training,up,4,recording,0,15019,16000,False
scv1-009209,up/f8ad3941_nohash_0.wav,up,f8ad3941,training,up,4,recording,0,15702,16000,False
scv1-009210,up/f8f60f59_nohash_0.wav,up,f8f60f59,training,up,4,recording,0,16000,16000,False
scv1-009211,up/f8f60f59_nohash_1.wav,up,f8f60f59,training,up,4,recording,0,16000,16000,False
scv1-009212,up/f8f60f59_nohash_2.wav,up,f8f60f59,training,up,4,recording,0,16000,16000,False
scv1-009213,up/f8f60f59_nohash_3.wav,up,f8f60f59,training,up,4,recording,0,16000,16000,False
scv1-009214,up/f8f60f59_nohash_4.wav,up,f8f60f59,training,up,4,recording,0,16000,16000,False
scv1-009215,up/f92e49f3_nohash_0.wav,up,f92e49f3,training,up,4,recording,0,16000,16000,False
scv1-009216,up/f92e49f3_nohash_1.wav,up,f92e49f3,training,up,4,recording,0,16000,16000,False
scv1-009217,up/f92e49f3_nohash_2.wav,up,f92e49f3,training,up,4,recording,0,16000,16000,False
scv1-009218,up/f92e49f3_nohash_3.wav,up,f92e49f3,training,up,4,recording,0,16000,16000,False
scv1-009219,up/f92e49f3_nohash_4.wav,up,f92e49f3,training,up,4,recording,0,16000,16000,False
scv1-009220,up/f953e1af_nohash_0.wav,up,f953e1af,training,up,4,recording,0,16000,16000,False
scv1-009221,up/f953e1af_nohash_1.wav,up,f953e1af,training,up,4,recording,0,16000,16000,False
scv1-009222,up/f953e1af_nohash_2.wav,up,f953e1af,training,up,4,recording,0,16000,16000,False
scv1-009223,up/f953e1af_nohash_3.wav,up,f953e1af,training,up,4,recording,0,16000,16000,False
scv1-009224,up/f953e1af_nohash_4.wav,up,f953e1af,training,up,4,recording,0,16000,16000,False
scv1-009225,up/f97e1fcd_nohash_0.wav,up,f97e1fcd,training,up,4,recording,0,16000,16000,False
scv1-009226,up/f9af0887_nohash_0.wav,up,f9af0887,training,up,4,recording,0,15019,16000,False
scv1-009227,up/f9af0887_nohash_1.wav,up,f9af0887,training,up,4,recording,0,13654,16000,False
scv1-009228,up/f9af823e_nohash_0.wav,up,f9af823e,training,up,4,recording,0,16000,16000,False
scv1-009229,up/f9bdf10e_nohash_0.wav,up,f9bdf10e,training,up,4,recording,0,15019,16000,False
scv1-009230,up/f9bdf10e_nohash_1.wav,up,f9bdf10e,training,up,4,recording,0,16000,16000,False
scv1-009231,up/f9bdf10e_nohash_2.wav,up,f9bdf10e,training,up,4,recording,0,16000,16000,False
scv1-009232,up/f9f9751d_nohash_0.wav,up,f9f9751d,training,up,4,recording,0,16000,16000,False
scv1-009233,up/f9f9751d_nohash_1.wav,up,f9f9751d,training,up,4,recording,0,16000,16000,False
scv1-009234,up/fac74f6a_nohash_0.wav,up,fac74f6a,training,up,4,recording,0,16000,16000,False
scv1-009235,up/fac7deca_nohash_0.wav,up,fac7deca,training,up,4,recording,0,16000,16000,False
scv1-009236,up/fac7deca_nohash_1.wav,up,fac7deca,training,up,4,recording,0,16000,16000,False
scv1-009237,up/facd97c0_nohash_0.wav,up,facd97c0,training,up,4,recording,0,16000,16000,False
scv1-009238,up/fb24c826_nohash_0.wav,up,fb24c826,training,up,4,recording,0,16000,16000,False
scv1-009239,up/fb2f3242_nohash_0.wav,up,fb2f3242,training,up,4,recording,0,16000,16000,False
scv1-009240,up/fb9d6d23_nohash_0.wav,up,fb9d6d23,training,up,4,recording,0,16000,16000,False
scv1-009241,up/fbdc07bb_nohash_0.wav,up,fbdc07bb,training,up,4,recording,0,16000,16000,False
scv1-009242,up/fbe51750_nohash_0.wav,up,fbe51750,training,up,4,recording,0,12971,16000,False
scv1-009243,up/fd395b74_nohash_0.wav,up,fd395b74,training,up,4,recording,0,16000,16000,False
scv1-009244,up/fd395b74_nohash_1.wav,up,fd395b74,training,up,4,recording,0,16000,16000,False
scv1-009245,up/fd395b74_nohash_2.wav,up,fd395b74,training,up,4,recording,0,16000,16000,False
scv1-009246,up/fd395b74_nohash_3.wav,up,fd395b74,training,up,4,recording,0,16000,16000,False
scv1-009247,up/fd395b74_nohash_4.wav,up,fd395b74,training,up,4,recording,0,16000,16000,False
scv1-009248,up/fda46b78_nohash_0.wav,up,fda46b78,training,up,4,recording,0,16000,16000,False
scv1-009249,up/fda46b78_nohash_1.wav,up,fda46b78,training,up,4,recording,0,16000,16000,False
scv1-009250,up/fe291fa9_nohash_0.wav,up,fe291fa9,training,up,4,recording,0,16000,16000,False
scv1-009251,up/fe291fa9_nohash_1.wav,up,fe291fa9,training,up,4,recording,0,16000,16000,False
scv1-009252,up/fe291fa9_nohash_2.wav,up,fe291fa9,training,up,4,recording,0,16000,16000,False
scv1-009253,up/fe5c4a7a_nohash_0.wav,up,fe5c4a7a,training,up,4,recording,0,16000,16000,False
scv1-009254,up/feb1d305_nohash_0.wav,up,feb1d305,training,up,4,recording,0,16000,16000,False
scv1-009255,up/ff21fb59_nohash_0.wav,up,ff21fb59,training,up,4,recording,0,16000,16000,False
scv1-009256,up/ff63ab0b_nohash_0.wav,up,ff63ab0b,training,up,4,recording,0,16000,16000,False
